127.0.0.1 - - [12/May/2016:17:03:53 -0400] "GET /install.php HTTP/1.1" 302 -
127.0.0.1 - - [12/May/2016:17:03:54 -0400] "GET /install.php?profile=acquia HTTP/1.1" 302 -
127.0.0.1 - - [12/May/2016:17:03:54 -0400] "GET /install.php?profile=acquia&locale=en HTTP/1.1" 200 12811
127.0.0.1 - - [12/May/2016:17:03:55 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 200 12835
127.0.0.1 - - [12/May/2016:17:03:55 -0400] "POST /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 302 -
127.0.0.1 - - [12/May/2016:17:04:03 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs&op=start&id=1 HTTP/1.1" 200 4210
127.0.0.1 - - [12/May/2016:17:04:04 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 200 4243
127.0.0.1 - - [12/May/2016:17:04:06 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 200 4343
127.0.0.1 - - [12/May/2016:17:04:08 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 200 4463
127.0.0.1 - - [12/May/2016:17:04:10 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 200 4468
127.0.0.1 - - [12/May/2016:17:04:12 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 200 4575
127.0.0.1 - - [12/May/2016:17:04:14 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 200 4574
127.0.0.1 - - [12/May/2016:17:04:17 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 200 4578
127.0.0.1 - - [12/May/2016:17:04:19 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 200 4576
127.0.0.1 - - [12/May/2016:17:04:21 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 200 4684
127.0.0.1 - - [12/May/2016:17:04:23 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 200 4682
127.0.0.1 - - [12/May/2016:17:04:29 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 200 4693
127.0.0.1 - - [12/May/2016:17:04:32 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=finished HTTP/1.1" 302 -
127.0.0.1 - - [12/May/2016:17:04:34 -0400] "GET /install.php?profile=acquia&locale=en&id=1&op=do_nojs HTTP/1.1" 302 -
127.0.0.1 - - [12/May/2016:17:04:34 -0400] "GET / HTTP/1.1" 200 7852
127.0.0.1 - - [12/May/2016:17:04:35 -0400] "GET /install.php?profile=acquia&locale=en HTTP/1.1" 200 64728
127.0.0.1 - - [12/May/2016:17:04:37 -0400] "POST /install.php?profile=acquia&locale=en&zxc HTTP/1.1" 200 5477
127.0.0.1 - - [12/May/2016:17:07:00 -0400] "\x16\x03\x01" 200 11512
127.0.0.1 - - [12/May/2016:17:07:00 -0400] "\x16\x03\x01" 200 11512
127.0.0.1 - - [12/May/2016:17:07:04 -0400] "\x16\x03\x01" 200 11512
127.0.0.1 - - [12/May/2016:17:07:05 -0400] "\x16\x03\x01" 200 11512
127.0.0.1 - - [12/May/2016:17:08:42 -0400] "\x16\x03\x01" 200 11512
127.0.0.1 - - [12/May/2016:17:08:42 -0400] "\x16\x03\x01" 200 11512
127.0.0.1 - - [12/May/2016:17:08:43 -0400] "\x16\x03\x01" 200 11512
127.0.0.1 - - [12/May/2016:17:08:43 -0400] "\x16\x03\x01" 200 11512
127.0.0.1 - - [12/May/2016:17:09:08 -0400] "\x16\x03\x01" 200 11512
127.0.0.1 - - [12/May/2016:17:09:08 -0400] "\x16\x03\x01" 200 11512
127.0.0.1 - - [12/May/2016:17:09:09 -0400] "\x16\x03\x01" 200 11512
127.0.0.1 - - [12/May/2016:17:09:09 -0400] "\x16\x03\x01" 200 11512
127.0.0.1 - - [12/May/2016:17:09:52 -0400] "GET / HTTP/1.1" 200 11820
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /misc/jquery.js?v=1.4.4 HTTP/1.1" 200 78602
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /misc/jquery.once.js?v=1.2 HTTP/1.1" 200 2974
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /misc/drupal.js?o7317p HTTP/1.1" 200 14544
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /misc/feed.png HTTP/1.1" 200 656
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /modules/system/system.base.css?o7317p HTTP/1.1" 200 5428
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /modules/system/system.menus.css?o7317p HTTP/1.1" 200 2035
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /modules/system/system.messages.css?o7317p HTTP/1.1" 200 961
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /modules/system/system.theme.css?o7317p HTTP/1.1" 200 3711
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /modules/comment/comment.css?o7317p HTTP/1.1" 200 184
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /modules/field/theme/field.css?o7317p HTTP/1.1" 200 550
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /modules/node/node.css?o7317p HTTP/1.1" 200 144
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /modules/search/search.css?o7317p HTTP/1.1" 200 564
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /modules/user/user.css?o7317p HTTP/1.1" 200 1827
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /themes/bartik/css/layout.css?o7317p HTTP/1.1" 200 1634
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /themes/bartik/css/style.css?o7317p HTTP/1.1" 200 32702
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /themes/bartik/css/colors.css?o7317p HTTP/1.1" 200 1312
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /themes/bartik/css/print.css?o7317p HTTP/1.1" 200 656
127.0.0.1 - - [12/May/2016:17:09:53 -0400] "GET /profiles/acquia/AcquiaDrupalLogo.png HTTP/1.1" 200 98242
127.0.0.1 - - [12/May/2016:17:09:54 -0400] "GET /themes/bartik/images/buttons.png HTTP/1.1" 200 831
127.0.0.1 - - [12/May/2016:17:09:54 -0400] "GET /misc/favicon.ico HTTP/1.1" 200 1150
127.0.0.1 - - [12/May/2016:17:10:10 -0400] "POST /node?destination=node HTTP/1.1" 302 -
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /node HTTP/1.1" 200 20525
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /misc/ui/jquery.ui.core.css?o7317p HTTP/1.1" 200 1459
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /modules/contextual/contextual.css?o7317p HTTP/1.1" 200 2340
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /modules/overlay/overlay-parent.css?o7317p HTTP/1.1" 200 1122
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /misc/ui/jquery.ui.theme.css?o7317p HTTP/1.1" 200 19143
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /modules/shortcut/shortcut.css?o7317p HTTP/1.1" 200 2408
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /modules/toolbar/toolbar.css?o7317p HTTP/1.1" 200 3376
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /misc/jquery.cookie.js?v=1.0 HTTP/1.1" 200 961
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /misc/ui/jquery.ui.core.min.js?v=1.8.7 HTTP/1.1" 200 4325
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /misc/jquery.ba-bbq.js?v=1.2.1 HTTP/1.1" 200 4119
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /modules/overlay/overlay-parent.js?v=1.0 HTTP/1.1" 200 37714
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /modules/contextual/contextual.js?v=1.0 HTTP/1.1" 200 1804
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /modules/toolbar/toolbar.js?o7317p HTTP/1.1" 200 3020
127.0.0.1 - - [12/May/2016:17:10:11 -0400] "GET /misc/message-16-error.png HTTP/1.1" 200 519
127.0.0.1 - - [12/May/2016:17:10:12 -0400] "GET /modules/toolbar/toolbar.png HTTP/1.1" 200 558
127.0.0.1 - - [12/May/2016:17:10:12 -0400] "GET /misc/menu-collapsed.png HTTP/1.1" 200 105
127.0.0.1 - - [12/May/2016:17:10:12 -0400] "GET /misc/menu-leaf.png HTTP/1.1" 200 126
127.0.0.1 - - [12/May/2016:17:10:12 -0400] "GET /misc/message-24-warning.png HTTP/1.1" 200 753
127.0.0.1 - - [12/May/2016:17:10:12 -0400] "GET /themes/bartik/images/search-button.png HTTP/1.1" 200 725
127.0.0.1 - - [12/May/2016:17:10:32 -0400] "GET /modules/overlay/images/background.png HTTP/1.1" 200 76
127.0.0.1 - - [12/May/2016:17:10:33 -0400] "GET / HTTP/1.0" 200 11820
127.0.0.1 - - [12/May/2016:17:10:32 -0400] "GET /admin/config?render=overlay HTTP/1.1" 200 12663
127.0.0.1 - - [12/May/2016:17:10:34 -0400] "GET /modules/overlay/overlay-child.css?o7317p HTTP/1.1" 200 3351
127.0.0.1 - - [12/May/2016:17:10:34 -0400] "GET /modules/system/system.admin.css?o7317p HTTP/1.1" 200 5117
127.0.0.1 - - [12/May/2016:17:10:34 -0400] "GET /themes/seven/style.css?o7317p HTTP/1.1" 200 18454
